EryA,EryB,GMP,MEP,MPP,CMP
8.71,3.45,53.34,6.97,10.62,30.01
26.13,31.06,71.51,48.34,43.85,51.19
7.47,6.9,79.72,7.4,5.08,55.07
9.95,11.73,52.75,11.32,15.69,38.83
16.18,9.66,56.27,8.71,51.23,44.13
14.93,4.83,55.1,22.21,48.92,55.07
4.98,2.07,58.62,3.48,7.38,45.19
8.71,6.9,36.93,5.23,8.77,25.77
16.18,7.59,86.17,19.6,28.15,62.84
7.47,8.97,31.07,24.82,54.92,47.31
32.35,5.52,13.48,7.84,11.54,8.83
2.49,5.52,21.1,10.45,18,19.42
4.98,8.28,4.69,7.4,13.38,7.77
9.95,2.76,8.21,2.61,11.08,7.77
18.67,15.18,12.31,9.15,59.54,18.36
2.49,5.52,26.38,23.08,46.61,49.78
6.22,5.52,53.34,6.1,4.15,25.07
4.98,2.07,22.86,3.92,48.92,28.6
4.98,11.04,25.79,20.47,54.46,22.95
2.49,4.83,26.38,12.19,37.85,39.54
6.22,6.21,48.06,17.42,76.61,34.95
9.95,9.66,19.93,21.78,56.77,28.24
2.49,6.21,49.82,7.84,39.69,39.19
12.44,4.14,11.72,11.32,5.08,9.53
12.44,12.42,28.72,12.19,27.69,22.24
99.55,151.14,13.48,71.42,12.92,18.36
7.47,6.9,10.55,6.53,18.92,15.18
11.2,19.32,61.55,22.21,81.23,34.95
16.18,5.52,5.86,6.1,15.69,8.47
18.67,34.51,19.34,32.23,45.23,31.42
7.47,12.42,17,22.21,50.31,19.06
6.22,14.49,8.79,11.32,24,11.65
12.44,34.51,65.06,47.47,57.23,57.19
8.71,19.32,21.69,32.23,40.15,33.19
9.95,15.18,48.06,16.55,40.15,51.19
108.26,132.5,11.72,115.85,2.31,12
19.91,28.99,19.34,44.86,36.92,21.18
7.47,9.66,2.93,36.15,14.77,9.18
9.95,24.84,10.55,39.2,13.85,8.12
14.93,22.77,7.03,49.21,10.62,7.06
23.64,21.39,9.38,46.6,70.61,27.89
37.33,25.53,54.51,58.36,62.31,51.54
11.2,11.04,45.13,5.66,13.85,24.01
4.98,8.28,49.82,32.66,47.08,27.18
4.98,8.28,13.48,12.63,43.38,20.83
7.47,6.9,32.24,10.45,33.69,20.48
4.98,3.45,9.96,14.81,67.38,23.65
4.98,11.04,19.34,7.84,10.62,19.42
17.42,17.94,52.75,12.19,68.31,49.42
9.95,3.45,0.59,4.79,6,3.53
12.44,15.87,5.86,6.97,33.23,17.65
8.71,8.97,5.28,0.44,9.23,6
11.2,10.35,5.28,4.79,33.23,10.59
3.73,12.42,4.69,2.61,38.31,10.94
17.42,13.8,8.21,4.79,8.31,3.88
3.73,9.66,16.41,6.53,40.15,14.83
9.95,13.11,48.06,11.32,49.85,48.01
8.71,14.49,71.51,6.97,126.92,70.96
17.42,2.76,14.65,10.89,36.46,17.65
8.71,13.11,55.69,8.27,18.46,25.42
19.91,10.35,38.69,5.66,40.15,30.71
11.2,8.97,53.34,5.66,28.15,34.6
13.69,11.04,53.93,3.92,61.85,50.84
6.22,6.9,44.55,6.53,55.38,21.54
9.95,3.45,41.62,15.68,63.23,31.77
2.49,9.66,21.1,6.1,5.54,7.77
7.47,6.21,41.62,4.79,17.54,30.01
12.44,11.73,34,6.97,72,39.19
6.22,6.21,62.72,18.73,48.46,72.73
1.24,3.45,42.79,7.84,30.46,44.48
19.91,7.59,46.89,11.76,60.92,50.84
4.98,7.59,46.31,14.37,46.15,51.9
16.18,16.56,66.82,3.48,78.92,49.07
18.67,16.56,30.48,20.47,18,33.54
9.95,31.06,38.1,27,23.08,28.6
4.98,6.9,15.24,8.71,21.23,22.95
12.44,11.04,22.86,8.27,21.69,16.95
12.44,11.73,29.31,2.61,39.23,29.65
9.95,9.66,19.93,21.78,113.08,19.42
16.18,8.28,16.41,10.45,25.38,5.3
8.71,3.45,8.21,5.23,6.92,6.35
2.49,10.35,77.96,6.1,78.46,46.95
2.49,6.9,29.89,10.02,43.38,26.12
9.95,7.59,46.31,9.15,55.38,39.19
6.22,12.42,35.76,3.05,14.77,16.59
4.98,9.66,33.41,1.31,52.15,20.83
16.18,6.21,66.24,4.79,71.54,56.49
4.98,11.73,20.52,7.84,7.38,14.47
11.2,11.04,17.58,7.84,35.08,13.77
3.73,6.9,52.75,3.48,5.08,28.95
4.98,1.38,18.17,27.44,43.85,23.65
14.93,11.04,18.76,36.58,7.85,16.24
8.71,8.28,80.89,11.76,65.54,51.19
11.2,17.94,45.13,6.53,61.38,27.89
7.47,7.59,28.72,11.76,39.23,22.59
6.22,0.69,16.41,10.02,48.46,20.83
14.93,18.63,11.72,13.5,87.23,22.95
6.22,4.83,20.52,4.36,56.77,26.12
9.95,17.94,66.24,11.76,82.15,65.66
8.71,15.87,48.65,6.1,38.31,35.3
1.24,8.28,25.79,15.68,64.15,33.54
4.98,6.9,34.58,4.36,50.77,26.83
8.71,13.8,47.48,5.66,25.38,35.3
9.95,12.42,5.28,3.48,3.69,6
6.22,6.21,53.34,7.84,6,46.6
17.42,6.9,35.17,7.4,34.61,27.18
7.47,10.35,14.65,9.58,13.38,12.36
2.49,7.59,36.93,12.63,47.08,28.95
7.47,11.73,54.51,6.97,18.46,28.95
6.22,4.83,4.69,12.19,3.23,6.35
14.93,6.21,45.72,6.53,55.38,29.3
14.93,5.52,72.68,16.98,77.08,47.66
7.47,3.45,38.69,7.4,21.23,25.77
6.22,13.11,35.17,4.79,23.54,19.42
4.98,11.73,56.86,10.02,74.31,49.07
6.22,6.21,65.06,11.76,59.54,70.61
19.91,21.39,18.76,57.92,11.54,18.36
14.93,20.7,82.06,41.37,121.38,61.43
6.22,16.56,26.96,74.47,42.46,27.18
7.47,4.14,10.55,30.92,24,28.6
14.93,6.9,12.31,23.52,62.77,36.36
13.69,14.49,35.17,35.71,70.61,31.77
12.44,5.52,12.31,8.71,45.23,26.83
9.95,2.76,28.72,18.29,28.62,20.48
18.67,12.42,18.17,15.68,51.23,16.24
6.22,8.28,56.27,20.03,17.54,46.6
22.4,20.7,10.55,70.12,10.62,11.65
8.71,8.97,38.1,5.66,65.54,46.25
11.2,4.14,12.31,8.71,44.77,10.24
6.22,16.56,34.58,16.98,55.38,34.6
9.95,8.28,22.86,10.02,74.31,26.48
22.4,21.39,1.17,58.79,13.85,10.94
13.69,13.8,19.93,18.73,56.31,31.77
12.44,12.42,8.79,22.65,84,25.77
3.73,8.97,16.41,8.71,100.61,27.18
9.95,10.35,26.96,8.27,110.31,26.12
4.98,4.83,52.17,6.1,21.23,38.48
4.98,12.42,42.2,5.23,34.61,40.25
14.93,10.35,66.24,9.15,93.23,33.19
4.98,8.97,55.1,12.19,93.69,48.72
3.73,14.49,6.45,7.4,28.62,5.65
9.95,4.14,11.14,5.66,125.08,21.54
4.98,5.52,10.55,20.9,33.69,13.77
8.71,11.04,6.45,14.81,32.77,17.3
98.3,148.38,32.82,87.1,15.23,50.13
6.22,11.04,34,19.16,57.69,37.77
9.95,2.76,14.07,15.68,62.77,34.24
21.15,12.42,15.83,43.12,105.23,52.25
9.95,6.9,14.07,25.7,62.31,26.12
0,6.9,70.34,38.76,7.38,30.36
3.73,6.9,9.96,9.58,6.46,12.71
7.47,8.97,15.83,14.37,25.38,15.53
9.95,9.66,3.52,17.42,26.77,13.06
14.93,5.52,5.28,25.26,30,14.12
16.18,4.83,7.03,9.15,14.77,9.18
18.67,12.42,43.38,5.66,38.31,16.95
13.69,8.97,6.45,5.66,5.54,7.77
4.98,8.28,22.27,8.71,11.08,12.71
7.47,2.76,30.48,13.5,20.31,34.6
3.73,11.04,48.06,4.79,15.69,39.54
22.4,12.42,28.14,6.97,54.92,20.12
16.18,10.35,54.51,12.63,42.92,31.07
9.95,11.04,55.69,6.1,102,63.19
11.2,4.83,41.03,6.1,86.31,32.48
2.49,4.14,49.82,9.15,38.77,36.72
13.69,7.59,27.55,5.23,24.92,25.42
12.44,11.73,77.96,3.48,65.54,48.37
7.47,7.59,44.55,12.63,29.08,34.6
73.42,107.66,4.69,3.05,6.92,5.3
4.98,6.21,1.76,6.53,2.31,3.53
118.21,115.94,3.52,15.24,4.15,2.82
145.59,167.7,0.59,10.02,5.54,3.18
69.68,106.28,2.34,5.66,4.62,3.88
12.44,5.52,17,7.84,58.15,21.54
3.73,11.04,7.62,14.37,45.23,13.06
6.22,13.11,9.96,13.07,30.92,14.47
9.95,16.56,7.03,17.42,13.38,10.59
12.44,21.39,27.55,16.55,96.46,16.24
54.75,57.97,5.86,82.31,10.15,7.06
12.44,31.06,7.03,22.21,28.15,15.89
63.46,73.84,7.62,51.83,11.54,4.59
6.22,1.38,10.55,6.53,9.69,3.88
14.93,8.97,12.31,50.52,8.77,9.88
6.22,12.42,22.86,11.32,43.38,13.42
21.15,11.73,7.62,3.05,7.38,2.82
14.93,14.49,9.96,12.63,43.38,22.59
6.22,6.21,18.17,16.11,41.54,25.07
4.98,7.59,13.48,3.92,6.46,11.65
11.2,16.56,42.2,29.18,90.92,39.89
2.49,8.97,8.79,8.71,39.23,12.71
13.69,6.21,2.34,2.61,13.38,5.65
8.71,5.52,35.76,6.97,20.77,21.89
12.44,14.49,30.48,36.15,53.54,43.07
7.47,2.76,13.48,10.89,28.62,16.95
11.2,3.45,0,2.61,3.23,8.12
32.35,51.07,21.1,16.11,22.15,25.07
9.95,17.94,9.96,13.07,15.69,33.89
24.89,20.01,20.52,23.52,16.15,25.42
6.22,15.18,21.1,9.15,7.85,16.95
18.67,10.35,6.45,54.44,4.15,7.41
4.98,4.83,65.06,34.41,83.08,57.54
9.95,5.52,10.55,9.15,75.23,12.36
6.22,2.07,65.06,12.19,59.08,51.9
7.47,4.14,51.58,12.19,30,35.3
13.69,15.87,37.51,4.36,40.15,30.71
11.2,6.9,39.27,2.61,22.62,37.42
1.24,6.9,83.23,9.58,40.61,52.25
11.2,9.66,99.06,5.23,72,58.96
12.44,6.21,34,1.31,8.77,12.71
2.49,4.14,60.96,6.53,7.85,32.83
7.47,8.28,56.86,7.4,74.31,40.95
6.22,15.18,46.89,10.89,74.31,26.83
2.49,8.28,35.17,16.11,56.77,32.13
2.49,6.21,7.62,6.97,80.31,15.18
8.71,5.52,8.79,4.79,86.77,16.24
11.2,4.14,1.17,16.11,27.69,12
3.73,3.45,8.79,4.79,16.62,12.36
7.47,24.84,1.17,17.42,12.46,6.35
52.26,31.06,13.48,55.75,35.08,20.83
34.84,33.13,18.17,41.37,23.54,18.36
23.64,32.44,15.24,46.6,8.77,9.53
21.15,28.99,14.07,37.89,56.77,22.24
22.4,28.3,15.24,28.74,20.31,20.48
14.93,24.15,19.93,23.52,35.54,18
67.2,96.62,57.44,64.02,53.54,52.96
21.15,15.18,58.03,13.94,50.31,40.25
13.69,9.66,26.38,22.65,30.46,22.59
8.71,6.9,41.03,3.92,12,29.3
28.62,35.89,66.24,51.83,43.38,43.07
51.02,88.34,32.24,72.3,30.46,37.07
62.22,84.2,22.27,68.38,19.38,44.84
14.93,29.68,9.38,59.67,10.62,16.95
49.77,35.89,69.75,90.59,62.31,56.49
21.15,13.8,9.38,59.23,10.62,18.71
62.22,95.24,7.62,87.1,3.69,9.18
4.98,8.97,31.65,28.74,60.92,40.6
9.95,5.52,25.79,20.47,48.92,38.83
18.67,17.25,7.62,53.57,7.85,6
59.73,64.18,25.2,60.1,24.92,32.13
21.15,13.11,47.48,11.32,131.54,38.13
1.24,2.76,18.76,9.58,39.23,21.54
0,7.59,38.1,1.74,2.77,20.83
13.69,11.73,33.41,5.66,20.77,34.95
7.47,1.38,15.83,13.07,48,15.18
7.47,8.28,27.55,3.92,36,24.36
1.24,13.11,24.03,7.4,49.85,28.6
13.69,11.73,8.21,13.07,36,15.53
14.93,10.35,32.24,14.37,61.38,22.95
3.73,7.59,9.96,23.52,35.08,23.3
8.71,6.9,21.1,10.45,16.15,29.65
13.69,11.04,18.76,39.2,30,17.3
29.86,22.77,22.27,49.21,82.15,41.66
4.98,9.66,34,40.5,58.61,35.66
12.44,22.08,36.34,70.99,86.77,38.13
14.93,13.11,12.9,37.45,10.15,9.88
8.71,2.76,15.83,26.13,48.92,20.48
11.2,3.45,24.62,20.03,71.08,42.01
6.22,2.76,22.86,22.21,25.38,33.19
9.95,7.59,36.34,15.68,70.61,31.77
3.73,4.83,4.69,8.27,8.31,6
2.49,11.04,29.31,19.6,56.77,27.54
1.24,2.76,24.03,3.92,63.69,27.54
17.42,3.45,26.96,4.36,83.54,47.66
1.24,6.9,41.03,5.66,43.38,27.18
3.73,1.38,51.58,9.15,21.69,38.83
2.49,4.83,24.03,7.84,22.15,36.01
9.95,4.83,44.55,6.1,129.69,50.48
2.49,3.45,15.83,3.92,36.92,16.59
3.73,6.21,6.45,3.92,30,19.06
13.69,2.07,22.27,14.37,32.31,18
6.22,3.45,45.13,12.63,21.23,33.19
0,3.45,22.86,10.02,27.23,24.36
8.71,6.9,49.24,10.45,38.77,44.84
3.73,3.45,37.51,13.94,56.31,42.01
2.49,3.45,20.52,12.19,15.23,31.42
8.71,7.59,30.48,61.41,48.92,34.95
4.98,1.38,19.93,26.57,14.77,33.19
8.71,7.59,21.69,33.1,64.15,41.66
8.71,8.28,56.27,16.11,22.62,43.42
12.44,6.21,53.93,6.1,56.31,52.25
3.73,2.07,34.58,9.15,75.23,37.42
4.98,7.59,65.06,4.79,88.61,58.96
2.49,4.83,43.96,8.71,43.85,26.83
3.73,6.21,62.72,11.32,53.54,55.07
14.93,4.14,29.31,7.84,54,28.95
4.98,11.04,4.1,4.79,6.46,9.18
1.24,8.97,23.45,8.27,20.31,31.42
4.98,5.52,55.69,6.1,21.23,38.48
16.18,11.04,38.69,33.97,34.61,42.01
36.09,28.3,70.34,77.52,62.31,55.78
26.13,34.51,54.51,72.73,34.61,52.6
23.64,17.94,9.96,41.81,18.46,12.71
7.47,4.14,26.96,13.5,26.31,36.01
9.95,15.18,74.44,29.18,101.08,58.96
6.22,10.35,33.41,7.4,40.61,32.48
4.98,11.73,18.76,27.87,38.31,19.06
22.4,13.8,33.41,20.03,53.08,45.19
21.15,26.22,147.71,39.2,52.61,72.02
26.13,21.39,33.41,24.39,14.77,22.95
52.26,44.86,38.1,28.31,21.23,47.66
22.4,23.46,25.2,14.81,33.69,22.24
24.89,40.72,59.2,78.39,68.77,66.72
3.73,8.97,9.96,9.58,37.85,15.89
38.58,31.75,13.48,57.92,16.15,24.36
87.11,96.62,7.03,108.44,10.15,13.06
49.77,41.41,11.72,69.25,12.46,14.47
16.18,10.35,45.13,29.61,38.31,34.24
18.67,15.18,5.86,57.49,7.85,19.77
29.86,28.99,42.2,102.35,6,44.13
12.44,10.35,67.41,64.46,20.77,44.13
8.71,9.66,58.03,13.07,32.77,40.25
4.98,6.21,5.86,37.02,21.69,21.89
7.47,15.87,27.55,29.61,16.15,26.83
7.47,8.97,25.79,19.16,61.38,40.95
8.71,16.56,44.55,13.07,32.31,39.54
11.2,15.18,8.79,20.03,18.46,19.77
11.2,16.56,32.82,14.37,60,42.72
7.47,8.97,80.89,7.84,9.23,39.54
12.44,15.18,46.31,27,48,52.96
3.73,1.38,48.65,7.84,36,33.54
2.49,7.59,19.34,10.89,18.46,23.3
11.2,7.59,73.27,50.08,20.31,48.37
8.71,17.25,84.99,34.84,36.92,57.9
6.22,6.9,14.07,7.4,11.08,19.42
3.73,7.59,35.17,14.81,18.46,43.07
3.73,2.07,54.51,30.92,23.54,35.66
22.4,11.04,8.21,20.9,8.31,6
13.69,11.73,21.69,5.66,36.92,28.24
6.22,6.9,42.79,10.02,18.46,32.13
32.35,19.32,9.38,44.86,27.69,14.12
3.73,7.59,26.96,14.37,8.31,15.89
13.69,24.15,8.21,21.78,16.15,13.42
22.4,42.1,6.45,54,4.15,4.94
13.69,4.83,43.38,13.5,53.54,52.6
21.15,9.66,19.34,11.76,36.92,24.01
3.73,7.59,46.31,12.19,62.77,41.66
8.71,5.52,23.45,4.36,51.69,26.83
1.24,4.14,40.44,39.63,30.46,27.89
28.62,54.52,0.59,78.83,3.23,3.88
19.91,27.6,2.34,38.33,4.15,2.12
2.49,4.83,7.62,4.36,65.08,17.3
7.47,3.45,12.31,19.16,45.69,19.06
1.24,4.83,43.96,13.5,105.69,39.89
2.49,8.28,6.45,5.23,65.08,13.42
7.47,11.04,8.79,28.31,38.31,19.42
4.98,2.07,4.1,4.36,47.54,10.59
4.98,7.59,32.24,29.18,45.69,35.3
4.98,11.04,4.69,16.55,37.85,13.42
6.22,6.21,9.38,41.37,9.23,10.94
13.69,16.56,2.34,31.36,9.69,11.65
26.13,9.66,15.24,17.86,54.92,17.3
14.93,20.7,38.69,23.95,12.46,26.48
14.93,16.56,10.55,11.76,3.23,12
17.42,24.84,26.38,36.58,11.08,15.89
8.71,6.21,5.28,4.36,4.62,4.59
27.38,44.17,8.79,74.04,10.15,15.53
9.95,17.25,11.72,30.05,6,9.88
68.44,74.53,7.62,84.92,10.15,9.88
23.64,51.76,35.17,49.65,43.38,25.77
19.91,40.72,39.27,44.42,44.77,39.89
34.84,13.8,11.72,16.55,55.38,19.06
17.42,11.04,16.41,15.24,80.77,24.01
6.22,13.11,14.65,5.66,42.46,12
42.31,33.13,28.72,38.33,40.61,32.48
14.93,14.49,9.38,14.81,17.08,14.83
6.22,2.76,4.1,1.74,33.69,8.47
4.98,6.21,3.52,3.48,39.69,4.24
9.95,8.97,11.14,3.48,43.38,22.95
12.44,11.04,25.2,6.1,83.54,29.65
11.2,16.56,12.31,61.84,25.85,26.83
28.62,28.3,9.96,61.84,8.77,18
6.22,6.9,56.27,9.15,4.15,43.78
7.47,15.18,10.55,55.31,8.31,14.47
31.11,22.77,7.62,48.78,12,11.3
7.47,7.59,6.45,3.48,4.15,7.06
21.15,19.32,10.55,46.16,6.46,13.42
16.18,13.8,6.45,37.02,16.15,13.42
9.95,15.87,31.65,13.07,44.77,34.24
12.44,18.63,41.03,30.05,87.69,44.48
7.47,11.04,23.45,21.78,34.61,27.18
3.73,11.73,34.58,7.84,39.69,26.83
4.98,19.32,62.13,30.05,57.69,39.54
9.95,15.18,45.72,31.79,42.46,41.66
18.67,24.15,7.62,94.07,8.31,8.47
0,2.76,22.27,24.39,40.61,28.24
17.42,22.08,63.89,46.6,91.38,46.6
9.95,20.01,59.79,62.28,81.23,52.25
18.67,4.83,17,32.66,45.69,36.72
6.22,6.21,55.1,16.98,21.23,29.3
19.91,27.6,21.1,88.41,76.15,51.54
16.18,15.18,21.69,50.08,31.38,26.12
12.44,13.8,19.34,26.13,8.31,28.24
18.67,14.49,22.27,12.19,10.62,22.59
18.67,36.58,9.96,43.12,3.23,14.83
51.02,74.53,2.93,58.36,4.62,16.24
28.62,60.04,12.31,33.97,19.85,22.24
46.04,111.8,26.38,80.13,48,25.42
124.44,168.39,8.21,36.15,13.85,5.65
57.24,66.94,8.21,29.18,5.54,11.3
34.84,46.24,8.21,37.45,1.38,6
69.68,98,30.48,43.55,96,39.54
149.32,229.81,13.48,79.26,56.31,27.89
22.4,23.46,34,36.15,81.23,43.42
62.22,69.01,11.14,58.36,38.77,22.59
16.18,31.06,19.34,20.03,42.46,19.06
16.18,25.53,32.82,43.55,67.85,40.6
78.39,98,12.9,84.05,17.08,16.95
22.4,18.63,23.45,75.34,6.46,7.77
23.64,23.46,21.1,71.42,8.31,14.83
46.04,37.96,2.34,101.04,8.31,8.83
36.09,22.77,7.62,101.91,8.77,9.53
13.69,30.37,11.14,86.67,7.85,8.12
9.95,8.28,24.62,20.47,8.77,19.77
2.49,3.45,22.27,30.92,13.85,21.18
1.24,0.69,15.83,4.79,6,15.89
2.49,6.21,54.51,5.66,9.23,39.89
3.73,2.76,24.62,4.36,5.08,29.65
8.71,4.83,31.07,19.6,18.46,42.01
12.44,22.77,96.72,31.36,80.31,58.25
8.71,4.83,28.14,35.71,4.15,30.01
9.95,4.83,31.07,6.97,35.08,27.54
3.73,5.52,75.03,9.58,75.23,48.72
6.22,17.25,45.13,15.24,60.92,52.96
4.98,4.14,15.83,12.19,7.38,12.71
6.22,11.73,13.48,3.48,8.31,11.3
108.26,155.97,4.1,76.65,10.62,10.94
23.64,26.91,32.82,25.7,44.77,36.01
7.47,10.35,26.96,10.89,52.61,16.24
6.22,8.97,26.38,4.36,42,24.01
8.71,1.38,43.96,9.15,111.69,50.48
9.95,7.59,70.34,4.79,25.85,44.84
2.49,0.69,31.07,10.02,49.85,38.83
3.73,7.59,28.72,5.66,36,23.65
13.69,2.76,27.55,10.89,39.69,23.3
4.98,13.8,12.31,24.39,42,16.24
29.86,22.77,23.45,62.71,30.46,25.77
8.71,6.21,1.17,12.19,27.69,11.65
3.73,9.66,5.86,7.84,59.54,28.24
14.93,6.21,30.48,16.11,72.46,34.6
8.71,6.9,30.48,6.53,48.92,26.48
12.44,0.69,8.21,4.79,41.54,12.71
11.2,3.45,15.83,7.84,33.23,25.07
6.22,7.59,23.45,11.32,76.15,28.24
2.49,5.52,10.55,5.23,41.54,12
7.47,10.35,60.37,17.42,61.85,44.84
4.98,13.8,23.45,21.78,22.62,24.71
8.71,15.87,10.55,45.73,9.69,9.53
11.2,22.77,52.75,27.44,37.38,52.25
36.09,48.31,47.48,50.52,70.15,42.36
23.64,38.65,9.96,14.37,12.92,6.71
16.18,9.66,25.79,16.11,48.46,36.72
12.44,27.6,32.82,37.02,62.31,33.54
8.71,6.9,39.86,26.13,50.31,35.66
18.67,20.01,60.37,74.47,86.31,48.72
21.15,21.39,2.93,58.79,6.46,13.06
7.47,11.04,4.1,5.23,36.92,7.41
17.42,11.73,27.55,11.32,36.46,9.53
9.95,4.14,17.58,3.92,15.23,19.77
9.95,5.52,0,40.07,6,5.65
2.49,4.14,5.28,9.58,33.69,13.06
13.69,0.69,0.59,54.44,6.46,9.88
2.49,2.07,32.24,12.63,42,17.3
8.71,2.76,28.14,10.45,64.15,43.78
3.73,6.9,37.51,7.84,62.77,31.42
0,8.97,22.27,14.37,42.46,24.36
4.98,4.83,17,3.92,44.31,32.13
2.49,2.76,49.24,12.19,9.23,18
19.91,2.07,29.31,8.27,9.69,9.18
33.6,32.44,73.86,33.97,16.62,47.66
11.2,57.28,22.86,46.6,15.69,20.83
22.4,45.55,9.38,52.7,1.38,8.12
37.33,50.38,13.48,58.36,29.08,21.18
37.33,31.75,9.96,53.57,3.69,10.24
18.67,7.59,17,22.21,17.08,21.54
7.47,21.39,42.79,25.26,3.23,19.42
37.33,27.6,11.72,52.7,4.15,11.3
39.82,40.72,29.31,80.13,19.38,16.95
6.22,7.59,25.2,26.13,54.92,24.71
9.95,10.35,83.23,18.29,8.77,39.19
13.69,6.21,45.13,16.55,29.08,27.54
13.69,8.97,64.48,10.45,36.92,41.66
39.82,42.1,109.03,77.09,44.31,67.43
8.71,14.49,25.79,45.29,17.54,23.3
16.18,20.7,11.14,25.26,30.46,23.65
4.98,6.9,47.48,6.53,57.69,42.72
2.49,4.83,15.83,6.97,34.15,27.89
2.49,5.52,25.79,25.7,24,31.42
11.2,20.01,8.21,42.68,17.54,14.12
4.98,7.59,13.48,20.47,52.61,27.18
7.47,4.14,22.86,37.89,36.92,46.6
4.98,2.76,5.28,5.23,2.77,7.06
4.98,5.52,57.44,9.58,42.92,37.07
7.47,1.38,7.03,28.31,15.69,19.77
7.47,0.69,18.17,10.89,80.31,29.3
6.22,3.45,34,13.94,19.38,25.07
4.98,2.76,51,5.66,11.54,39.19
3.73,2.76,27.55,10.45,13.38,34.6
31.11,33.82,2.34,60.54,18.46,13.06
56,60.04,9.38,59.67,13.38,6
2.49,8.97,27.55,14.81,27.69,18
1.24,6.21,70.93,13.94,67.38,47.66
1.24,6.21,72.1,7.4,107.08,51.9
3.73,6.9,48.65,8.71,20.31,34.6
29.86,53.14,47.48,22.65,33.69,35.3
7.47,8.28,54.51,6.1,14.77,35.66
1.24,6.21,42.2,18.29,49.38,43.07
7.47,11.73,2.34,24.82,23.54,12
6.22,8.28,92.61,10.89,22.15,45.54
14.93,7.59,28.72,32.23,11.08,36.01
0,8.97,53.34,16.98,78.46,53.66
3.73,15.18,46.31,43.55,90,31.42
6.22,5.52,29.89,11.32,10.15,36.36
7.47,2.76,24.62,6.53,8.31,20.12
1.24,4.14,23.45,28.74,55.85,49.07
19.91,24.84,43.38,51.83,38.31,50.48
7.47,2.76,56.27,13.94,25.38,49.78
2.49,0.69,63.89,6.97,37.85,35.3
9.95,1.38,48.65,7.84,49.38,40.25
2.49,2.76,61.55,7.84,36.46,42.01
4.98,2.07,39.86,17.42,36,23.3
2.49,3.45,24.03,16.11,43.85,28.6
9.95,2.07,22.86,7.4,13.85,12.71
8.71,6.21,19.34,20.03,16.62,14.83
6.22,8.28,14.07,5.66,29.08,17.3
8.71,4.14,12.9,7.4,6,9.88
8.71,2.07,4.1,6.53,24.92,11.3
3.73,6.21,4.1,14.37,13.38,17.3
8.71,14.49,56.86,48.34,78,59.66
0,1.38,13.48,24.82,28.15,20.12
8.71,4.83,7.62,10.02,14.31,9.18
8.71,5.52,14.65,34.41,41.54,17.3
4.98,2.07,17,5.66,7.38,22.24
1.24,8.28,14.65,15.24,6,25.77
17.42,11.04,52.75,7.84,25.85,38.83
6.22,11.04,77.37,3.48,25.38,28.95
3.73,4.83,42.79,7.4,23.54,32.48
8.71,6.9,16.41,47.91,14.77,17.65
4.98,7.59,58.03,4.36,9.69,47.31
2.49,7.59,49.82,21.34,31.38,37.07
12.44,8.28,11.14,10.02,6,10.94
6.22,7.59,15.83,13.94,10.15,19.77
3.73,14.49,26.96,13.5,20.31,13.77
23.64,15.18,70.93,16.11,105.69,62.13
11.2,15.87,16.41,6.97,10.62,15.18
13.69,16.56,18.17,21.78,36,18
2.49,8.28,75.03,18.73,13.38,54.01
6.22,1.38,20.52,8.27,62.31,25.07
1.24,10.35,25.79,5.66,54.92,16.59
1.24,1.38,4.1,3.05,67.85,14.83
9.95,8.97,41.03,10.02,52.61,33.54
6.22,3.45,8.21,10.89,10.62,11.3
9.95,8.28,48.06,6.97,44.77,37.77
3.73,5.52,28.72,4.79,4.15,28.95
4.98,3.45,39.86,4.36,54.92,46.95
9.95,3.45,17,3.48,3.23,19.42
6.22,8.97,43.96,18.73,63.69,38.48
4.98,6.9,51,15.24,47.08,42.01
7.47,4.14,25.2,6.1,18,26.83
4.98,13.11,54.51,9.15,8.31,44.84
13.69,22.77,35.17,76.65,5.54,38.13
4.98,5.52,38.1,14.37,43.85,43.42
0,4.14,65.65,12.63,12.46,49.78
8.71,8.28,44.55,15.24,7.85,27.18
18.67,13.8,8.79,57.05,8.77,14.83
26.13,19.32,7.03,46.6,11.08,10.59
8.71,15.18,11.14,54,14.31,18.36
7.47,10.35,17,7.84,20.31,27.89
7.47,8.97,36.34,14.81,19.38,28.6
18.67,31.75,24.03,43.12,24,21.89
11.2,8.97,16.41,27.87,18.46,9.53
8.71,11.73,12.31,17.86,10.15,7.41
13.69,12.42,29.31,27.44,23.54,32.48
12.44,24.15,2.34,61.84,10.15,13.42
26.13,30.37,8.21,42.24,9.69,12.71
11.2,20.01,19.93,59.23,5.54,9.18
16.18,9.66,75.03,29.61,17.08,37.77
13.69,8.97,27.55,46.16,58.15,37.77
12.44,6.9,73.86,6.53,9.69,35.3
2.49,8.97,40.44,16.98,6,27.89
7.47,4.83,39.86,17.42,23.08,41.31
9.95,7.59,12.9,15.68,7.38,9.88
18.67,20.7,7.03,63.15,3.23,10.94
16.18,6.9,23.45,43.99,6.46,20.83
6.22,4.14,21.69,6.97,12.46,25.42
8.71,15.87,30.48,37.02,16.15,24.71
6.22,8.97,23.45,35.71,42.46,39.54
11.2,6.9,39.27,11.32,6,28.6
6.22,6.21,43.96,9.15,62.31,38.48
7.47,8.28,55.69,3.92,4.62,40.95
6.22,2.07,1.76,6.1,2.31,3.88
