CMP,EryA,EryB,GMP,MPP,Mono,MEP,GN
28.24,0,7.59,29.31,40.61,12.06,18.73,20.39
43.07,12.44,8.97,35.17,63.23,11.78,16.11,13.88
39.19,13.69,12.42,35.17,44.77,10.14,17.86,6.07
19.42,9.95,6.9,4.1,40.61,8.22,13.07,3.9
40.25,6.22,9.66,18.76,50.77,13.43,44.86,9.54
39.89,9.95,1.38,46.31,72.92,11.78,45.29,20.39
23.3,17.42,22.77,12.31,20.77,11.23,59.67,5.64
24.01,4.98,5.52,26.38,40.61,11.23,19.16,6.07
57.19,12.44,4.83,62.72,115.38,28.49,33.53,16.49
20.12,4.98,2.07,31.07,79.38,9.59,7.84,9.54
4.94,33.6,42.79,2.93,2.77,6.3,29.61,2.17
17.3,14.93,18.63,7.03,24.46,21.37,45.29,8.24
7.41,3.73,13.8,11.72,10.62,9.86,9.58,4.77
9.18,16.18,13.11,8.21,9.23,9.59,9.58,4.34
8.83,12.44,10.35,4.1,6.92,6.85,45.73,6.51
31.42,0,4.14,36.34,66,17.26,10.45,14.75
17.3,4.98,2.07,25.2,44.31,16.44,21.34,20.82
33.19,9.95,4.14,32.24,29.54,7.95,16.11,19.52
33.54,9.95,5.52,25.2,54,7.67,2.61,12.15
13.42,9.95,6.9,10.55,54.46,6.03,4.79,5.21
40.25,13.69,4.14,28.72,105.69,14.8,11.76,9.98
16.59,2.49,4.83,19.34,43.85,6.58,9.15,6.07
22.59,8.71,5.52,17,78.46,8.77,16.98,3.9
31.07,8.71,4.83,50.41,36,21.92,7.84,12.58
16.95,1.24,6.21,7.62,61.85,3.84,8.71,6.94
23.65,4.98,3.45,28.72,53.54,17.54,5.66,19.96
23.65,7.47,15.18,9.96,30.92,39.73,7.84,73.75
37.07,8.71,7.59,77.96,21.23,35.07,3.92,25.16
10.24,3.73,3.45,8.21,35.08,8.22,7.84,7.81
9.53,17.42,20.01,9.96,12,8.22,57.92,9.98
27.18,7.47,10.35,25.79,13.85,13.15,40.94,9.98
25.07,8.71,7.59,33.41,45.23,39.73,23.52,80.69
9.53,33.6,26.91,6.45,12.46,9.04,67.94,16.49
28.6,31.11,20.7,32.82,39.69,12.88,75.78,34.71
44.84,13.69,6.9,45.13,105.69,15.34,55.31,13.01
45.54,22.4,13.11,35.17,91.38,28.49,69.68,35.57
27.89,21.15,14.49,15.24,7.38,30.14,35.28,61.17
30.01,12.44,23.46,41.62,8.31,61.92,36.15,75.05
40.6,1.24,4.14,29.31,36.46,44.39,7.84,68.11
27.54,3.73,8.28,29.89,24.46,56.99,15.24,91.97
76.61,7.47,11.04,93.79,86.77,74.53,43.55,104.99
26.83,16.18,15.18,41.62,30,30.41,31.36,32.54
31.42,17.42,20.7,22.27,55.38,22.47,35.71,12.58
16.95,2.49,6.9,28.72,19.38,14.8,32.23,12.15
43.07,9.95,8.97,56.27,47.08,35.89,14.81,35.57
33.19,17.42,18.63,42.2,33.23,38.63,31.79,49.89
61.43,8.71,3.45,77.96,68.31,80.55,18.73,95.44
27.89,3.73,6.21,39.86,56.77,56.99,9.58,77.65
37.42,4.98,4.14,35.76,6,54.52,0.87,107.59
63.55,4.98,4.83,60.37,41.54,38.36,13.5,17.79
7.41,11.2,33.13,2.34,10.15,5.75,63.58,4.77
44.84,1.24,2.07,66.24,63.23,18.91,10.89,9.11
22.95,6.22,2.07,65.06,65.08,26.58,18.29,9.54
20.12,4.98,8.97,8.79,40.61,9.32,15.24,3.04
41.31,7.47,8.28,59.2,54.46,10.69,21.34,17.79
56.49,12.44,19.32,52.17,12,27.95,70.55,29.5
48.37,22.4,12.42,62.72,76.61,31.23,42.68,19.09
52.25,6.22,12.42,71.51,59.54,67.68,16.11,46.42
22.59,4.98,13.11,34,27.69,20.55,66.63,16.05
34.24,1.24,7.59,15.83,45.69,22.47,18.29,41.65
18,4.98,10.35,5.28,21.69,9.32,52.26,10.41
16.24,12.44,5.52,35.76,29.08,27.95,10.45,20.82
65.31,16.18,12.42,46.89,105.23,97.81,20.03,107.15
16.59,9.95,13.11,23.45,48.92,24.66,15.68,35.14
31.42,18.67,26.91,17.58,64.61,27.95,40.07,16.49
33.19,12.44,17.94,30.48,34.15,30.41,40.94,21.26
15.53,34.84,31.75,9.38,13.85,17.54,60.1,9.98
38.83,33.6,27.6,45.72,70.15,43.56,65.76,72.45
37.42,16.18,11.04,42.2,50.31,25.48,23.52,49.02
27.54,12.44,11.73,40.44,43.85,25.76,12.19,36.88
31.07,12.44,4.14,31.07,14.77,32.6,6.1,45.12
20.48,3.73,3.45,32.24,29.08,12.06,8.27,29.5
14.12,8.71,9.66,24.62,22.62,14.52,8.27,42.95
57.54,6.22,4.14,83.82,44.77,43.02,4.79,78.52
42.36,9.95,22.77,58.03,37.38,35.62,5.23,62.47
32.83,1.24,7.59,37.51,8.31,49.32,12.19,79.82
32.13,7.47,6.21,48.06,18.92,32.06,11.76,54.66
42.72,13.69,0.69,57.44,29.08,76.44,7.4,107.59
22.59,6.22,3.45,20.52,16.62,26.58,3.48,46.85
27.18,4.98,8.97,47.48,17.54,43.56,8.27,68.54
22.95,8.71,16.56,36.93,57.23,23.29,33.97,24.29
35.3,12.44,4.83,40.44,16.15,31.51,7.4,17.79
20.48,3.73,20.01,19.34,58.15,13.7,0.87,5.64
46.95,29.86,22.08,29.31,59.08,19.45,29.18,36.01
55.78,114.48,134.57,39.27,29.08,39.18,43.55,81.56
42.01,17.42,12.42,69.17,72.46,44.93,11.32,38.61
44.13,19.91,22.77,51,71.54,41.37,13.5,27.33
50.13,4.98,13.8,59.79,126.92,26.03,20.47,42.51
15.53,9.95,20.7,12.31,37.38,9.86,7.84,7.81
27.18,7.47,19.32,15.24,49.85,7.4,15.68,10.41
43.78,19.91,11.73,86.17,55.85,49.87,10.89,26.46
37.42,48.53,64.18,41.03,21.23,44.39,36.58,29.07
14.83,102.04,131.12,3.52,4.15,11.78,99.3,6.51
16.24,52.26,69.01,26.38,27.23,26.58,42.24,26.46
13.77,74.66,73.84,12.9,14.31,14.8,97.55,9.11
46.25,32.35,27.6,45.13,60,22.19,57.92,20.39
24.71,6.22,15.87,35.76,34.15,28.77,32.23,33.84
7.06,12.44,4.14,3.52,25.85,9.32,7.4,9.11
8.47,2.49,5.52,9.96,7.85,5.48,11.76,7.38
24.36,8.71,7.59,30.48,23.54,42.74,11.76,70.71
19.06,7.47,5.52,6.45,38.77,10.96,13.5,19.09
32.13,2.49,5.52,52.17,67.38,68.5,11.76,104.55
27.18,11.2,13.8,21.1,16.15,9.59,38.76,20.82
8.12,6.22,2.76,8.21,18.46,12.06,15.24,9.54
23.65,2.49,11.04,6.45,7.85,28.49,6.1,84.16
14.47,1.24,5.52,8.21,12.92,18.36,12.19,55.96
6,6.22,4.14,9.96,11.08,17.81,5.66,22.13
22.59,4.98,10.35,13.48,14.31,18.36,10.02,19.96
10.24,4.98,13.8,8.21,14.77,18.36,6.53,42.51
29.3,7.47,7.59,30.48,40.15,25.21,7.4,52.49
55.78,9.95,3.45,49.24,5.54,36.71,3.05,69.85
56.49,7.47,4.14,63.31,54.46,30.41,5.23,10.85
63.19,11.2,7.59,59.2,68.77,24.66,13.07,15.18
14.12,23.64,18.63,10.55,11.08,5.21,54.87,12.15
31.42,14.93,13.8,35.76,12.46,50.96,14.37,102.82
20.83,6.22,10.35,16.41,15.23,28.22,16.11,52.06
28.24,6.22,13.8,15.24,10.62,14.52,37.45,21.69
25.77,6.22,0.69,21.1,43.85,16.17,12.19,24.73
4.24,2.49,2.76,9.38,3.23,4.38,5.66,6.07
24.36,2.49,8.97,30.48,7.38,58.91,14.37,89.37
13.77,1.24,0,5.28,47.54,6.58,6.97,5.21
32.83,8.71,5.52,39.27,57.69,26.03,42.68,16.05
9.18,8.71,10.35,8.79,7.38,11.51,16.98,6.07
8.47,6.22,3.45,3.52,6,4.93,7.84,5.64
9.18,12.44,0,8.79,4.62,9.86,7.4,13.45
15.89,3.73,4.83,9.38,13.38,10.14,9.58,7.81
51.9,2.49,4.83,56.86,51.69,9.86,20.47,17.79
9.53,9.95,3.45,1.17,16.15,5.75,6.1,3.47
30.71,4.98,11.73,32.82,76.15,17.54,8.71,13.01
5.65,23.64,18.63,8.79,0.46,5.21,39.2,5.64
13.06,19.91,12.42,5.86,9.69,7.12,43.12,7.38
6.35,14.93,22.08,5.28,2.31,1.37,59.23,3.47
18,11.2,18.63,16.41,23.54,6.85,27.44,6.07
4.59,14.93,17.94,0.59,6,7.95,49.65,2.6
8.12,19.91,20.01,7.03,10.15,10.69,60.1,5.21
26.12,21.15,25.53,27.55,68.31,19.18,26.57,14.75
10.24,21.15,20.01,4.1,5.08,4.66,71.42,3.9
15.89,37.33,55.9,3.52,4.62,7.12,74.47,6.94
18.71,4.98,10.35,49.82,9.69,15.62,13.94,6.07
39.54,17.42,8.28,35.76,15.69,15.34,41.81,22.99
64.61,26.13,16.56,86.75,46.61,40,51.39,52.06
38.13,12.44,13.11,58.62,45.69,16.99,56.18,21.26
11.3,8.71,9.66,17.58,6.46,8.49,16.55,11.71
37.07,12.44,12.42,39.27,25.38,20.55,19.6,36.88
37.42,21.15,19.32,48.06,22.15,12.88,60.1,27.76
30.01,18.67,15.18,17.58,23.54,12.33,85.36,19.09
11.65,12.44,9.66,10.55,6,3.84,42.68,13.01
12.36,38.58,41.41,12.9,6.92,5.48,82.31,6.51
15.18,22.4,16.56,11.72,11.54,3.84,16.98,4.34
7.77,29.86,22.77,11.72,4.62,7.4,58.36,8.68
10.24,19.91,6.9,9.96,4.15,9.86,43.12,5.64
22.95,4.98,14.49,19.34,35.08,7.67,16.55,8.68
11.3,8.71,11.73,8.21,46.15,9.86,7.4,3.47
14.83,17.42,13.11,17,20.31,25.21,15.24,28.63
21.18,12.44,13.8,24.62,12.92,14.8,54,14.32
26.48,14.93,15.87,22.86,14.77,20.28,6.53,32.54
17.65,3.73,2.76,19.34,36.46,9.86,3.92,14.32
24.36,26.13,11.73,45.13,35.08,49.32,10.45,19.52
31.07,28.62,42.1,25.2,15.69,21.65,29.18,17.79
29.3,124.44,126.29,14.65,30.46,21.65,38.33,36.01
4.24,7.47,13.11,9.38,4.15,5.21,6.53,7.81
19.42,19.91,20.01,22.86,19.85,11.78,12.19,10.41
13.42,1.24,12.42,10.55,40.61,9.04,7.4,6.94
11.65,7.47,13.8,38.69,47.08,28.22,10.02,3.04
25.42,4.98,3.45,7.03,18.46,4.66,21.78,3.9
32.48,22.4,22.77,53.93,43.85,49.59,20.47,33.4
23.65,19.91,31.75,21.69,30.92,21.92,14.37,41.65
35.66,6.22,6.21,44.55,57.69,47.95,6.97,92.4
48.01,11.2,12.42,45.13,54.46,49.87,6.53,92.84
40.6,4.98,12.42,39.27,33.23,40.82,15.68,69.41
31.42,9.95,5.52,13.48,38.31,12.6,14.37,14.75
48.01,13.69,18.63,43.38,72,27.67,22.21,12.58
23.65,7.47,13.11,41.03,26.77,36.99,7.84,7.81
3.88,4.98,6.21,4.1,26.77,6.58,5.23,3.9
10.24,4.98,9.66,9.38,36,17.54,11.32,3.9
13.77,8.71,7.59,14.65,30,20.82,9.15,6.07
27.89,14.93,8.28,22.27,67.85,42.47,3.92,9.54
21.18,2.49,14.49,21.69,114.46,26.03,7.4,4.34
21.89,17.42,15.18,17,48.46,29.86,9.15,13.45
31.77,7.47,10.35,18.17,44.31,10.96,13.5,22.13
18.71,12.44,14.49,15.83,53.54,20.28,15.24,18.22
8.83,4.98,11.73,8.21,12,14.8,8.71,10.85
57.9,7.47,4.14,82.65,62.31,64.39,17.86,37.31
45.19,1.24,4.14,45.72,24.92,42.74,17.42,51.19
16.24,8.71,8.28,18.17,45.69,13.43,12.19,12.15
51.9,9.95,11.04,57.44,68.77,61.1,17.42,77.22
27.54,14.93,11.73,35.76,16.15,36.71,8.71,45.55
41.31,54.75,59.35,44.55,57.69,58.36,77.52,53.79
34.95,9.95,7.59,38.69,32.31,50.14,13.07,32.54
47.66,19.91,35.2,48.06,36,49.59,57.49,62.04
31.42,8.71,17.94,48.65,23.54,38.08,51.83,45.99
10.94,8.71,13.8,2.93,13.85,10.41,14.81,6.94
25.07,4.98,5.52,31.65,70.61,78.09,23.08,90.67
32.48,8.71,2.76,12.31,30.92,30.69,24.39,32.97
44.48,7.47,4.14,58.03,6,25.48,7.4,19.52
42.01,7.47,5.52,46.89,47.54,21.37,17.86,23.43
60.72,8.71,2.07,65.65,84.46,29.86,8.71,51.63
36.01,3.73,0,52.75,6,35.34,3.92,80.69
46.6,3.73,8.97,45.72,20.77,37.81,12.63,85.03
23.3,6.22,0.69,28.14,48,35.34,6.1,45.12
33.89,8.71,3.45,36.34,43.38,27.12,8.71,55.96
26.83,9.95,10.35,38.1,5.08,26.03,6.53,21.26
13.06,4.98,2.76,8.21,53.54,7.95,4.36,5.21
24.36,2.49,2.07,29.89,31.85,9.59,9.58,15.18
30.71,11.2,11.04,47.48,48.46,22.47,14.81,13.45
37.07,16.18,6.21,53.93,46.61,42.47,14.81,34.27
18.36,6.22,3.45,22.27,24,23.56,6.97,48.15
25.42,9.95,4.83,21.69,21.69,25.76,10.45,70.71
44.84,6.22,10.35,53.34,13.85,47.4,2.18,62.47
9.53,13.69,2.07,21.1,7.85,17.54,8.27,20.82
16.24,12.44,5.52,21.69,27.23,13.43,13.5,12.58
30.36,12.44,16.56,25.79,29.54,6.85,53.13,15.62
11.3,2.49,3.45,6.45,6.92,6.3,26.57,11.71
14.83,14.93,6.21,14.07,51.23,10.14,20.47,3.04
18.71,1.24,11.04,6.45,18,15.07,6.1,24.29
20.83,7.47,15.87,15.83,62.31,19.45,11.32,12.15
24.71,17.42,14.49,24.03,29.54,18.91,38.33,14.75
32.13,34.84,35.89,22.86,49.38,40.28,59.67,22.99
18.36,27.38,19.32,25.2,19.38,47.67,17.86,86.33
23.3,4.98,10.35,28.14,5.08,32.6,5.23,54.23
50.13,12.44,15.18,84.41,12.92,52.61,14.37,70.71
16.95,2.49,12.42,8.21,14.31,10.69,20.47,9.11
36.72,29.86,48.31,36.93,54.92,14.8,65.76,9.98
33.19,7.47,4.83,53.34,42,39.73,14.81,75.49
15.53,14.93,19.32,16.41,12.46,9.59,50.08,20.82
5.65,13.69,20.01,4.1,10.15,5.75,29.18,2.17
10.24,29.86,24.84,5.86,27.23,6.85,23.95,8.68
50.48,51.02,44.17,59.79,98.31,39.18,70.12,36.01
18.36,7.47,7.59,36.34,8.31,27.4,10.89,3.47
42.36,12.44,22.77,49.24,63.23,36.99,16.98,11.28
20.48,8.71,8.97,41.03,23.08,20,25.26,4.77
3.18,9.95,7.59,4.1,12,4.93,5.66,8.68
21.54,2.49,2.76,25.79,38.31,15.34,13.07,4.34
6,3.73,13.8,7.03,17.54,9.04,7.4,2.6
10.24,11.2,5.52,6.45,20.77,6.85,16.98,6.94
15.89,9.95,3.45,24.03,35.08,14.52,6.1,3.9
18,18.67,12.42,9.96,23.08,9.59,10.02,4.77
3.88,8.71,1.38,8.79,6,3.56,6.53,3.47
5.3,3.73,19.32,2.34,12.92,9.59,2.61,4.77
9.18,14.93,4.83,7.62,8.77,8.49,23.08,6.51
10.94,46.04,30.37,5.28,21.69,6.03,71.42,3.9
41.66,9.95,8.28,42.2,93.69,24.39,9.15,16.92
19.06,7.47,10.35,19.34,14.77,31.78,8.27,60.3
12.71,39.82,43.48,7.03,16.15,11.78,23.52,11.28
14.47,12.44,10.35,8.79,30.92,18.63,15.68,15.62
27.18,21.15,12.42,14.65,49.38,30.41,27.44,6.07
16.59,8.71,8.28,8.79,30.46,13.43,5.23,10.85
6,6.22,14.49,8.79,15.69,5.75,8.71,6.94
16.24,17.42,2.76,25.2,13.38,19.45,7.4,10.41
21.89,28.62,8.28,22.27,24.92,12.33,19.6,11.71
27.54,12.44,9.66,23.45,52.15,13.7,23.95,10.85
14.83,18.67,20.01,28.14,22.15,19.18,11.32,16.49
12,8.71,9.66,7.62,4.15,12.06,28.31,16.49
6,8.71,11.04,3.52,12.46,7.67,12.19,8.68
20.12,0,4.14,12.31,22.62,18.91,10.45,36.88
61.78,11.2,8.28,87.34,89.54,82.2,37.02,108.02
26.83,4.98,2.76,16.41,59.08,30.69,15.24,33.84
18.36,12.44,9.66,24.03,25.85,44.11,9.58,73.75
41.66,0,6.21,48.06,40.15,61.37,43.55,94.14
12.36,6.22,8.28,8.21,20.77,13.7,13.5,19.52
32.83,14.93,2.07,34,26.77,39.45,21.78,12.58
36.72,12.44,0.69,48.06,48,31.78,21.78,46.42
57.54,16.18,42.1,76.79,55.38,72.61,52.26,82.43
17.3,7.47,4.14,18.17,10.62,40,11.32,45.12
23.3,2.49,15.18,17.58,11.54,39.18,4.79,87.63
35.66,6.22,3.45,69.75,88.15,26.3,8.71,29.5
46.25,7.47,2.07,62.13,40.15,42.74,10.02,71.15
14.12,7.47,1.38,1.76,10.62,31.23,7.4,60.74
6,69.68,69.01,5.86,19.85,10.96,46.6,9.11
12,19.91,35.89,4.69,7.85,21.65,14.81,63.34
3.53,68.44,81.43,4.1,5.08,6.85,28.74,13.01
19.77,6.22,4.83,29.89,5.54,36.17,5.66,84.16
7.77,13.69,4.83,4.69,62.77,6.85,6.1,3.47
33.89,4.98,6.9,42.79,18,23.29,10.45,31.67
27.54,12.44,10.35,32.24,37.85,22.19,10.02,29.07
24.36,6.22,8.28,38.69,11.08,28.22,5.23,28.2
10.24,22.4,16.56,8.79,11.54,10.14,9.15,17.79
3.88,8.71,23.46,1.76,12.92,9.86,6.1,9.11
73.08,14.93,27.6,116.65,91.38,73.7,10.45,84.6
32.13,8.71,10.35,36.34,36.46,60.83,3.92,46.42
30.36,14.93,12.42,56.86,46.61,46.3,9.58,41.21
23.65,12.44,23.46,28.14,41.54,52.06,10.02,72.88
39.89,11.2,13.8,57.44,64.15,46.58,20.9,57.26
32.83,26.13,18.63,10.55,40.61,19.45,22.21,24.73
13.06,6.22,11.04,3.52,18.92,10.96,10.89,11.71
31.07,32.35,14.49,15.83,55.38,30.69,10.89,32.54
8.83,6.22,9.66,11.72,18,11.78,6.1,5.21
36.36,3.73,10.35,46.89,56.77,21.92,12.19,12.15
37.42,13.69,2.76,58.62,44.77,18.63,11.32,21.26
13.42,4.98,9.66,13.48,60,9.32,3.05,7.81
46.6,13.69,4.14,34.58,67.38,19.45,7.4,26.03
55.78,4.98,7.59,30.48,79.85,34.8,7.4,57.7
39.89,0,3.45,56.86,98.31,14.8,5.23,19.52
24.36,12.44,8.28,17.58,42.46,13.43,7.4,5.64
40.6,6.22,4.83,68.58,59.54,35.34,10.89,30.37
16.59,4.98,11.04,17,86.31,6.3,2.61,2.17
21.18,13.69,8.97,12.9,38.31,10.41,10.89,6.07
18,14.93,6.21,10.55,42.46,9.32,6.97,6.94
21.18,13.69,2.07,14.07,17.08,49.04,5.23,37.31
25.77,18.67,5.52,51.58,37.85,58.91,4.36,38.61
17.65,13.69,17.25,39.27,42,53.15,3.48,13.88
4.24,7.47,6.21,12.31,2.77,12.88,2.61,5.21
4.24,14.93,13.11,7.03,4.15,11.78,6.1,4.77
6,6.22,13.11,7.03,6,11.51,3.92,9.54
7.06,11.2,24.15,7.03,12,14.52,5.23,4.34
3.88,12.44,13.8,6.45,11.08,6.3,4.79,4.34
26.83,2.49,7.59,23.45,48.46,17.81,6.53,17.79
8.12,0,17.25,10.55,10.15,8.49,8.27,4.34
36.36,16.18,2.76,26.96,30.46,21.1,38.33,16.05
39.89,1.24,6.9,54.51,8.31,30.96,7.4,34.27
54.01,4.98,6.9,78.55,49.38,27.95,17.42,21.26
50.13,22.4,16.56,49.82,98.31,21.65,34.84,17.79
11.3,1.24,4.14,24.62,7.38,25.76,6.1,46.85
29.65,9.95,4.83,53.93,31.38,43.29,3.05,66.38
18.71,7.47,4.14,29.31,12,34.52,9.58,75.49
30.71,3.73,6.9,40.44,10.62,55.35,13.07,95.01
40.95,3.73,8.28,81.48,17.08,59.73,22.21,65.51
86.14,12.44,9.66,101.41,71.08,59.46,15.24,98.91
10.59,2.49,6.9,14.65,7.85,8.49,5.23,14.75
22.24,8.71,4.83,22.27,22.62,15.89,7.84,26.03
47.66,8.71,8.97,82.65,25.85,40.55,9.58,83.73
34.95,6.22,11.04,39.27,36,30.69,10.02,44.68
63.9,4.98,9.66,104.34,65.54,65.21,13.5,88.07
31.42,11.2,11.73,29.89,25.85,33.15,11.32,45.55
26.83,4.98,8.28,42.2,29.08,21.1,14.37,17.79
29.65,9.95,11.73,36.34,34.61,43.84,7.84,19.96
28.6,21.15,38.65,29.89,30,23.29,34.41,33.84
21.89,13.69,25.53,30.48,10.62,26.3,36.15,43.82
18,6.22,28.3,16.41,13.85,10.96,42.68,10.41
4.94,41.06,33.13,4.69,2.31,9.04,31.36,3.04
11.3,39.82,40.72,5.28,12,7.95,120.64,8.24
10.94,19.91,13.11,14.07,6.46,6.85,48.78,3.04
21.89,13.69,21.39,14.65,35.08,6.58,38.76,2.6
30.36,8.71,14.49,20.52,44.31,19.73,13.94,16.05
15.18,8.71,19.32,25.2,18.46,14.25,29.18,7.81
7.06,7.47,4.14,7.03,2.77,4.11,67.5,7.38
10.24,12.44,8.97,0,6.92,6.03,75.34,3.9
37.42,2.49,4.14,25.79,37.85,17.26,6.1,12.15
39.54,12.44,4.14,42.2,52.61,14.25,22.21,6.51
28.6,6.22,5.52,37.51,45.69,26.85,6.53,3.47
19.77,8.71,6.9,17.58,36,11.23,10.45,10.41
43.07,4.98,9.66,48.06,56.77,28.77,8.71,17.79
57.9,12.44,8.97,52.17,113.08,36.99,16.98,19.52
31.77,9.95,18.63,21.69,40.61,6.03,53.57,3.47
9.18,8.71,17.94,5.86,18.92,8.49,8.71,4.77
9.88,17.42,4.14,3.52,12.46,14.8,6.53,2.6
7.77,7.47,10.35,6.45,8.77,7.67,5.23,5.21
8.47,8.71,11.04,35.17,10.62,33.97,5.66,5.64
21.18,8.71,6.21,36.93,16.62,36.71,5.66,15.62
13.42,2.49,13.8,28.72,23.54,38.36,3.48,6.07
47.31,17.42,6.9,73.27,54.92,64.94,13.94,36.88
32.48,7.47,9.66,14.65,54.46,23.56,7.4,6.94
48.01,7.47,9.66,79.72,20.77,70.14,10.02,23.86
33.54,4.98,4.83,52.75,15.23,39.45,6.1,13.45
21.18,4.98,4.14,14.65,26.31,17.54,13.5,25.16
18.71,8.71,8.97,34.58,31.85,39.18,3.05,6.07
30.01,4.98,9.66,38.69,1.85,39.18,7.4,64.21
7.06,14.93,2.07,1.17,2.77,7.67,3.92,7.81
38.83,7.47,5.52,48.06,25.85,19.18,10.02,15.62
26.83,13.69,4.83,43.38,23.54,24.39,4.79,5.21
31.42,6.22,0,22.27,36,9.32,21.34,10.41
45.89,3.73,4.14,51.58,4.62,44.93,6.97,55.96
39.89,23.64,16.56,62.13,17.08,45.21,6.1,15.62
49.42,9.95,6.21,32.24,68.77,25.21,27.87,18.22
10.24,4.98,2.76,2.93,41.54,7.95,2.61,10.85
16.95,11.2,16.56,5.86,12,6.85,52.7,6.94
21.54,8.71,4.83,38.1,20.77,15.62,8.71,7.38
57.19,12.44,4.14,73.86,94.15,50.14,20.47,42.51
56.84,4.98,4.14,63.89,31.85,67.4,16.11,37.74
4.24,14.93,13.8,6.45,2.31,4.66,57.05,1.74
13.77,12.44,16.56,24.03,37.85,13.97,12.63,3.9
41.66,3.73,6.21,34,24.92,22.74,16.55,22.99
39.89,6.22,8.28,44.55,57.23,35.89,30.92,29.07
38.48,16.18,11.73,41.03,71.08,31.23,34.84,9.54
30.01,9.95,5.52,72.68,23.08,35.34,20.03,6.07
8.83,18.67,28.3,14.65,27.69,15.62,17.42,12.15
24.71,33.6,44.17,22.86,29.08,30.41,31.79,27.33
51.54,2.49,15.18,81.48,7.38,40.82,8.27,45.55
67.43,6.22,5.52,82.06,87.23,58.91,13.94,54.23
26.83,11.2,7.59,42.2,37.38,48.77,10.02,36.88
35.3,7.47,6.9,49.82,17.54,35.62,11.76,28.2
56.49,8.71,11.04,84.41,40.61,66.85,49.65,85.46
41.31,9.95,20.7,49.24,18,58.09,11.32,83.73
10.94,9.95,5.52,14.65,12.92,16.44,16.98,19.09
77.67,21.15,20.01,98.47,51.23,74.25,71.42,78.09
26.48,13.69,22.08,31.07,37.38,42.47,25.26,23.86
44.13,19.91,22.77,62.13,41.54,42.74,18.29,23.43
8.47,22.4,21.39,7.62,9.23,6.3,49.21,4.77
20.12,13.69,20.01,17.58,25.85,26.58,13.94,19.96
9.53,17.42,15.18,7.62,6.46,14.25,13.07,10.85
6.35,9.95,4.83,4.69,9.69,4.38,5.66,6.51
34.24,6.22,15.18,48.06,39.69,48.22,15.68,36.88
9.88,9.95,12.42,3.52,3.69,9.86,35.71,6.94
12,21.15,35.89,13.48,7.85,12.33,9.58,13.45
7.41,39.82,36.58,4.69,3.69,9.32,49.65,9.54
54.01,33.6,31.06,63.31,33.69,36.99,19.6,49.02
9.88,100.79,138.72,13.48,23.08,15.34,34.84,13.45
16.59,12.44,9.66,11.72,20.31,10.96,6.1,6.07
27.18,6.22,1.38,11.14,52.15,7.67,18.73,6.07
37.42,8.71,8.97,29.31,27.23,16.71,13.94,25.16
44.13,11.2,18.63,47.48,79.38,35.34,40.07,24.29
14.12,8.71,3.45,6.45,3.69,5.75,52.26,2.6
39.19,4.98,3.45,48.06,14.31,9.04,55.31,15.62
43.07,8.71,6.21,62.13,22.62,13.15,33.1,24.73
37.42,6.22,4.83,55.1,23.08,15.62,19.16,9.54
19.77,7.47,4.14,49.24,1.85,28.22,11.32,14.75
22.59,22.4,30.37,19.93,36.92,13.43,60.97,11.28
13.06,29.86,35.2,7.03,9.69,11.23,68.81,7.38
23.3,8.71,6.21,11.72,19.38,9.32,33.1,4.77
28.24,2.49,2.76,21.69,36.92,11.23,11.76,7.81
37.42,8.71,2.07,38.1,12.92,18.63,7.84,27.33
36.01,7.47,15.18,31.07,26.77,26.58,24.39,18.22
48.72,12.44,9.66,64.48,30,33.43,16.98,29.07
31.07,11.2,12.42,29.31,41.08,22.47,27,13.45
47.66,9.95,11.73,53.34,52.61,30.14,36.58,20.39
6.71,13.69,38.65,9.38,6.92,10.14,40.94,6.51
7.41,27.38,22.08,14.65,14.31,6.3,63.58,11.28
27.89,41.06,38.65,30.48,13.38,19.45,107.14,25.6
18.71,32.35,17.25,29.31,44.31,18.63,41.37,13.88
16.24,24.89,31.06,12.9,9.69,8.77,87.97,6.51
7.41,16.18,16.56,6.45,9.23,9.59,57.49,2.17
22.95,14.93,8.97,31.07,66.46,21.1,20.47,6.07
8.47,34.84,20.01,5.86,9.69,7.67,68.38,4.77
34.95,18.67,24.15,19.34,38.77,20.55,64.89,9.54
48.72,36.09,38.65,44.55,69.69,54.25,75.78,55.1
43.78,14.93,6.21,84.99,55.38,44.11,19.16,51.63
48.37,41.06,57.28,51,75.69,63.29,102.78,53.79
38.83,13.69,16.56,55.69,70.15,87.68,34.84,95.44
10.94,23.64,33.82,17,6,20.28,84.49,23.43
18.36,53.51,39.34,17,12.92,19.18,59.67,20.39
15.89,11.2,11.04,17.58,12,34.8,16.98,59
6.35,43.55,27.6,6.45,3.23,9.86,73.17,9.11
37.07,8.71,15.87,49.24,26.31,40.55,19.6,30.8
24.36,4.98,7.59,37.51,15.23,41.92,36.58,9.11
6.71,7.47,13.8,4.69,3.23,6.58,50.52,7.81
55.78,13.69,20.01,76.2,95.54,33.7,85.8,28.2
19.06,7.47,2.07,33.41,12.46,40.55,6.97,6.07
27.89,11.2,22.08,7.03,42.92,19.73,25.7,12.15
17.3,7.47,10.35,19.34,29.08,9.86,27,8.24
13.42,8.71,12.42,9.96,12.92,4.38,9.15,4.34
18.71,2.49,11.73,9.38,29.08,14.52,12.63,6.51
